date,all,SE,NW,CE,CW,SW,NO,NE,data_gap
2021-05-01,20313.2500,2400.0000,1776.5000,4746.0000,1185.0000,1561.0000,1542.2500,2650.5000,0
2021-05-02,20106.2500,2075.5000,1741.5000,4347.7500,1132.5000,1404.7500,1643.5000,3273.5000,0
2021-05-03,24456.2500,2947.7500,1745.5000,5599.7500,1244.0000,1516.7500,2148.2500,4307.2500,0
2021-05-04,24213.0000,3796.0000,2219.7500,5672.0000,1034.5000,1551.7500,1890.5000,3302.7500,0
2021-05-05,21354.7500,2640.7500,2161.0000,4553.2500,928.5000,1434.7500,1653.7500,3469.7500,0
2021-05-06,23986.5000,2619.7500,1638.0000,4803.2500,1197.0000,1542.7500,1850.2500,6099.7500,0
2021-05-07,24993.5000,3397.7500,1690.5000,5743.0000,1424.0000,1668.2500,2086.2500,4304.0000,0
2021-05-08,23335.7500,3533.7500,1914.0000,5665.0000,1369.2500,1602.5000,1902.0000,2673.7500,0
2021-05-09,21935.0000,3027.5000,1899.5000,5069.2500,1157.2500,1545.2500,1653.7500,2950.0000,0
2021-05-10,19266.7500,2276.0000,1892.2500,4226.5000,718.0000,1359.0000,1424.7500,3258.2500,0
2021-05-11,22968.2500,3471.5000,1870.2500,5340.0000,658.2500,1275.5000,2368.5000,3335.5000,0
2021-05-12,32745.0000,3381.7500,7240.2500,5220.0000,1006.5000,1239.5000,2320.5000,7637.0000,0
2021-05-13,21376.7500,3087.7500,1653.7500,4921.7500,693.0000,1182.2500,1960.2500,3237.0000,0
2021-05-14,21961.5000,2521.5000,1465.2500,5561.0000,870.7500,1131.2500,2359.5000,3599.7500,0
2021-05-15,25724.0000,3938.5000,1609.0000,6813.5000,1162.7500,984.5000,2385.5000,3727.7500,0
2021-05-16,23256.0000,3590.5000,1718.7500,6207.7500,1079.7500,988.5000,2045.7500,2681.7500,0
2021-05-17,24398.5000,3222.7500,1864.7500,6231.7500,1412.5000,962.0000,1793.5000,3979.2500,0
2021-05-18,26814.0000,3168.5000,1719.0000,6895.0000,1994.5000,1000.5000,2828.7500,3837.2500,0
2021-05-19,30540.5000,4296.2500,1886.0000,8078.2500,2320.5000,1715.7500,2657.2500,3829.7500,0
2021-05-20,29259.0000,4038.7500,1970.2500,7935.7500,1705.5000,1761.7500,2328.2500,3856.2500,0
2021-05-21,27615.0000,3560.5000,1931.5000,7516.5000,1672.0000,1228.7500,2389.7500,3848.5000,0
2021-05-22,27646.0000,3588.5000,1885.5000,8129.5000,1362.7500,1253.7500,2431.5000,3425.7500,0
2021-05-23,25402.5000,4151.5000,1604.0000,6926.0000,949.2500,1213.7500,2438.0000,2728.7500,0
2021-05-24,25286.7500,4265.7500,1725.2500,6091.7500,1078.2500,1418.2500,2438.0000,2731.7500,0
2021-05-25,27939.5000,4385.7500,2202.7500,6951.7500,1275.7500,2065.0000,2423.5000,3124.0000,0
2021-05-26,32131.7500,4409.2500,2169.5000,9510.5000,2153.5000,2243.2500,2468.0000,3125.2500,0
2021-05-27,37465.7500,5040.7500,3518.0000,11645.7500,2189.0000,2721.0000,2302.2500,2605.0000,0
