date,all,SE,NW,CE,CW,SW,NO,NE,data_gap
2023-05-01,0.7824,0.7670,0.7955,0.7968,0.8056,0.8041,0.7228,0.7526,0
2023-05-02,0.7885,0.7779,0.7947,0.7978,0.7994,0.8038,0.7697,0.7642,0
2023-05-03,0.7854,0.7827,0.7905,0.7941,0.7881,0.8027,0.7659,0.7638,0
2023-05-04,0.7861,0.7826,0.7929,0.7905,0.8020,0.8043,0.7579,0.7619,0
2023-05-05,0.7872,0.7739,0.7981,0.7883,0.8032,0.8080,0.7491,0.7769,0
2023-05-06,0.7872,0.7739,0.7981,0.7883,0.8032,0.8080,0.7491,0.7769,1
2023-05-07,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,0
2023-05-08,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-09,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-10,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-11,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-12,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-13,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-14,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-15,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-16,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-17,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-18,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-19,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-20,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-21,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-22,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-23,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-24,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-25,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-26,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-27,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-28,0.7849,0.7743,0.7960,0.7900,0.8038,0.8082,0.7495,0.7557,1
2023-05-29,0.7871,0.7819,0.8019,0.7894,0.8035,0.8091,0.7555,0.7563,0
2023-05-30,0.7818,0.7808,0.7998,0.7890,0.7927,0.8064,0.7407,0.7460,0
2023-05-31,0.7818,0.7808,0.7998,0.7890,0.7927,0.8064,0.7407,0.7460,1
2023-06-01,0.7778,0.7614,0.7996,0.7906,0.7869,0.8044,0.7282,0.7471,0
2023-06-02,0.7788,0.7654,0.7993,0.7880,0.7760,0.8043,0.7433,0.7575,0
2023-06-03,0.7790,0.7718,0.7987,0.7866,0.7733,0.8021,0.7494,0.7584,0
