date,all,SE,NW,CE,CW,SW,NO,NE,data_gap
2023-05-01,15516.5000,698.2500,1384.0000,3138.5000,738.5000,659.5000,1576.5000,3957.5000,0
2023-05-02,18550.2500,1839.5000,1308.7500,4162.2500,1010.7500,781.7500,1806.5000,3647.0000,0
2023-05-03,17379.2500,1358.7500,1315.0000,4008.0000,1154.0000,777.5000,1408.2500,3540.0000,0
2023-05-04,16575.7500,1028.5000,1315.0000,3568.5000,773.5000,750.5000,1282.5000,4207.2500,0
2023-05-05,17297.0000,858.7500,1192.2500,3618.0000,850.7500,742.5000,1297.7500,5209.0000,0
2023-05-06,17297.0000,858.7500,1192.2500,3618.0000,850.7500,742.5000,1297.7500,5209.0000,1
2023-05-07,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,0
2023-05-08,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-09,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-10,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-11,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-12,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-13,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-14,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-15,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-16,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-17,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-18,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-19,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-20,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-21,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-22,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-23,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-24,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-25,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-26,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-27,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-28,17724.5000,1239.5000,1310.7500,3755.2500,803.5000,714.7500,1432.0000,4804.0000,1
2023-05-29,19346.5000,1567.5000,789.5000,4768.2500,969.5000,605.2500,1719.5000,4807.2500,0
2023-05-30,22266.2500,2144.5000,800.7500,5237.0000,1032.0000,727.7500,2705.0000,5004.0000,0
2023-05-31,22266.2500,2144.5000,800.7500,5237.0000,1032.0000,727.7500,2705.0000,5004.0000,1
2023-06-01,28174.7500,1983.0000,936.0000,4818.0000,668.2500,638.7500,9079.0000,4955.7500,0
