date,all,SE,NW,CE,CW,SW,NO,NE,data_gap
2021-08-31,0.7774,0.7728,0.7894,0.7923,0.7796,0.7990,0.7485,0.7569,0
2021-09-01,0.7771,0.7682,0.7960,0.7916,0.7801,0.8003,0.7470,0.7517,0
2021-09-02,0.7752,0.7715,0.7939,0.7956,0.7727,0.7896,0.7476,0.7494,0
2021-09-03,0.7732,0.7736,0.7891,0.7935,0.7749,0.7927,0.7515,0.7318,0
2021-09-04,0.7767,0.7729,0.7939,0.7940,0.7823,0.7933,0.7502,0.7458,0
2021-09-05,0.7775,0.7737,0.7997,0.7934,0.7853,0.7963,0.7434,0.7442,0
2021-09-06,0.7794,0.7824,0.8046,0.7958,0.7885,0.8048,0.7152,0.7475,0
2021-09-07,0.7842,0.7952,0.8049,0.7987,0.7862,0.8074,0.7416,0.7485,0
2021-09-08,0.7853,0.7889,0.8051,0.7997,0.7938,0.8124,0.7383,0.7485,0
2021-09-09,0.7862,0.7846,0.8046,0.8005,0.7953,0.8143,0.7336,0.7564,0
2021-09-10,0.7889,0.7823,0.8148,0.8013,0.7935,0.8131,0.7408,0.7645,0
2021-09-11,0.7900,0.7858,0.8128,0.8020,0.7978,0.8161,0.7410,0.7618,0
2021-09-12,0.7922,0.7858,0.8131,0.8097,0.8019,0.8124,0.7422,0.7620,0
2021-09-13,0.7952,0.7861,0.8154,0.8107,0.7985,0.8108,0.7478,0.7815,0
2021-09-14,0.7975,0.7854,0.8140,0.8118,0.7972,0.8149,0.7589,0.7885,0
2021-09-15,0.8013,0.7899,0.8145,0.8145,0.7969,0.8170,0.7735,0.7955,0
2021-09-16,0.8036,0.7962,0.8182,0.8150,0.7968,0.8168,0.7856,0.7946,0
2021-09-17,0.8009,0.8043,0.8172,0.8169,0.8028,0.8165,0.7715,0.7666,0
2021-09-18,0.8020,0.8072,0.8165,0.8178,0.8007,0.8166,0.7676,0.7764,0
2021-09-19,0.8049,0.8045,0.8149,0.8176,0.8053,0.8161,0.7777,0.7907,0
2021-09-20,0.8055,0.8054,0.8143,0.8169,0.8037,0.8172,0.7847,0.7916,0
2021-09-21,0.8024,0.8039,0.8131,0.8166,0.8012,0.8169,0.7624,0.7906,0
2021-09-22,0.8032,0.8025,0.8143,0.8154,0.8002,0.8170,0.7700,0.7939,0
2021-09-23,0.8023,0.7995,0.8135,0.8138,0.7977,0.8155,0.7713,0.7974,0
2021-09-24,0.8014,0.8010,0.8172,0.8126,0.7920,0.8130,0.7730,0.7961,0
2021-09-25,0.7993,0.8021,0.8172,0.8099,0.7923,0.8145,0.7682,0.7856,0
2021-09-26,0.7984,0.7997,0.8171,0.8088,0.7896,0.8110,0.7639,0.7941,0
2021-09-27,0.7988,0.8027,0.8160,0.8052,0.7887,0.8131,0.7778,0.7916,0
2021-09-28,0.7983,0.8058,0.8137,0.8062,0.7869,0.8116,0.7769,0.7898,0
2021-09-29,0.7946,0.7977,0.8116,0.8029,0.7855,0.8095,0.7751,0.7813,0
2021-09-30,0.7956,0.7997,0.8156,0.7996,0.7845,0.8103,0.7761,0.7881,0
