date,all,SE,NW,CE,CW,SW,NO,NE,data_gap
2022-07-10,0.7638,0.7586,0.7685,0.7778,0.7778,0.7621,0.7471,0.7554,0
2022-07-11,0.7641,0.7573,0.7669,0.7792,0.7783,0.7618,0.7481,0.7568,0
2022-07-12,0.7644,0.7593,0.7664,0.7805,0.7775,0.7618,0.7498,0.7555,0
2022-07-13,0.7647,0.7566,0.7722,0.7801,0.7769,0.7652,0.7430,0.7570,0
2022-07-14,0.7630,0.7546,0.7683,0.7774,0.7716,0.7662,0.7439,0.7593,0
2022-07-15,0.7600,0.7572,0.7659,0.7786,0.7659,0.7626,0.7447,0.7442,0
2022-07-16,0.7476,0.7584,0.7638,0.7676,0.7091,0.7516,0.7472,0.7437,0
2022-07-17,0.7476,0.7582,0.7626,0.7681,0.7089,0.7534,0.7493,0.7401,0
2022-07-18,0.7475,0.7581,0.7607,0.7683,0.7125,0.7566,0.7374,0.7415,0
2022-07-19,0.7479,0.7576,0.7623,0.7686,0.7201,0.7550,0.7393,0.7353,0
2022-07-20,0.7521,0.7613,0.7650,0.7837,0.7283,0.7555,0.7319,0.7297,0
2022-07-21,0.7483,0.7515,0.7655,0.7761,0.7425,0.7567,0.7275,0.7089,0
2022-07-22,0.7441,0.7488,0.7613,0.7686,0.7427,0.7568,0.7242,0.6985,0
2022-07-23,0.7440,0.7453,0.7613,0.7681,0.7406,0.7625,0.7174,0.7015,0
2022-07-24,0.7460,0.7461,0.7683,0.7684,0.7448,0.7680,0.7194,0.6954,0
2022-07-25,0.7487,0.7466,0.7717,0.7688,0.7469,0.7726,0.7212,0.7025,0
2022-07-26,0.7517,0.7537,0.7740,0.7720,0.7474,0.7750,0.7225,0.7075,0
2022-07-27,0.7572,0.7551,0.7792,0.7735,0.7500,0.7734,0.7505,0.7197,0
2022-07-28,0.7611,0.7576,0.7827,0.7726,0.7496,0.7702,0.7593,0.7439,0
2022-07-29,0.7616,0.7706,0.7789,0.7727,0.7502,0.7667,0.7559,0.7471,0
2022-07-30,0.7604,0.7700,0.7765,0.7750,0.7514,0.7645,0.7509,0.7418,0
2022-07-31,0.7522,0.7655,0.7634,0.7748,0.7538,0.7563,0.7382,0.7135,0
2022-08-01,0.7514,0.7665,0.7596,0.7719,0.7540,0.7520,0.7431,0.7170,0
2022-08-02,0.7514,0.7669,0.7601,0.7698,0.7524,0.7506,0.7439,0.7232,0
2022-08-03,0.7506,0.7660,0.7595,0.7684,0.7503,0.7520,0.7434,0.7220,0
2022-08-04,0.7497,0.7656,0.7612,0.7675,0.7496,0.7514,0.7387,0.7194,0
2022-08-05,0.7516,0.7631,0.7619,0.7663,0.7525,0.7591,0.7467,0.7194,0
2022-08-06,0.7540,0.7604,0.7652,0.7675,0.7523,0.7610,0.7495,0.7304,0
2022-08-07,0.7562,0.7620,0.7673,0.7687,0.7546,0.7664,0.7519,0.7316,0
2022-08-08,0.7603,0.7630,0.7704,0.7694,0.7586,0.7677,0.7518,0.7518,0
2022-08-09,0.7624,0.7713,0.7722,0.7705,0.7591,0.7679,0.7573,0.7523,0
2022-08-10,0.7637,0.7734,0.7743,0.7720,0.7601,0.7691,0.7576,0.7533,0
2022-08-11,0.7660,0.7776,0.7763,0.7768,0.7615,0.7699,0.7552,0.7564,0
2022-08-12,0.7681,0.7787,0.7837,0.7807,0.7645,0.7741,0.7525,0.7504,0
2022-08-13,0.7705,0.7787,0.7952,0.7817,0.7656,0.7762,0.7492,0.7540,0
2022-08-14,0.7701,0.7755,0.7914,0.7837,0.7676,0.7785,0.7478,0.7496,0
2022-08-15,0.7668,0.7708,0.7887,0.7812,0.7636,0.7750,0.7409,0.7492,0
2022-08-16,0.7659,0.7709,0.7870,0.7811,0.7619,0.7710,0.7429,0.7492,0
2022-08-17,0.7672,0.7684,0.7868,0.7774,0.7613,0.7717,0.7513,0.7618,0
2022-08-18,0.7710,0.7639,0.7868,0.7821,0.7708,0.7775,0.7571,0.7636,0
2022-08-19,0.7742,0.7652,0.7909,0.7839,0.7684,0.7854,0.7533,0.7761,0
2022-08-20,0.7746,0.7665,0.7925,0.7860,0.7662,0.7844,0.7539,0.7761,0
2022-08-21,0.7772,0.7705,0.7944,0.7841,0.7665,0.7841,0.7725,0.7812,0
2022-08-22,0.7791,0.7718,0.7962,0.7848,0.7684,0.7875,0.7791,0.7805,0
2022-08-23,0.7773,0.7728,0.7934,0.7842,0.7660,0.7877,0.7733,0.7753,0
2022-08-24,0.7732,0.7653,0.7950,0.7818,0.7685,0.7877,0.7623,0.7576,0
2022-08-25,0.7744,0.7636,0.7945,0.7820,0.7761,0.7941,0.7590,0.7548,0
2022-08-26,0.7732,0.7625,0.7943,0.7813,0.7734,0.7905,0.7594,0.7547,0
2022-08-27,0.7748,0.7655,0.7930,0.7847,0.7764,0.7900,0.7643,0.7535,0
2022-08-28,0.7775,0.7716,0.7966,0.7864,0.7786,0.7922,0.7645,0.7567,0
2022-08-29,0.7781,0.7720,0.7958,0.7864,0.7781,0.7959,0.7646,0.7572,0
2022-08-30,0.7741,0.7719,0.7817,0.7800,0.7779,0.7951,0.7661,0.7532,0
2022-08-31,0.7768,0.7797,0.7818,0.7804,0.7778,0.7954,0.7701,0.7633,0
2022-09-01,0.7837,0.7940,0.8045,0.7837,0.7786,0.7980,0.7721,0.7694,0
2022-09-02,0.7846,0.7944,0.8045,0.7951,0.7765,0.7974,0.7630,0.7662,0
2022-09-03,0.7759,0.7775,0.8035,0.7764,0.7643,0.7966,0.7576,0.7654,0
2022-09-04,0.7548,0.7618,0.7665,0.7641,0.7566,0.7937,0.7447,0.6979,0
2022-09-05,0.7494,0.7627,0.7663,0.7535,0.7491,0.7919,0.7349,0.6933,0
2022-09-06,0.7506,0.7605,0.7646,0.7558,0.7437,0.7918,0.7355,0.7072,0
2022-09-07,0.7536,0.7597,0.7650,0.7589,0.7439,0.7924,0.7337,0.7251,0
2022-09-08,0.7614,0.7606,0.7938,0.7633,0.7466,0.7929,0.7358,0.7406,0
2022-09-09,0.7622,0.7739,0.7935,0.7676,0.7550,0.7950,0.7345,0.7180,0
2022-09-10,0.7549,0.7731,0.7925,0.7747,0.7452,0.7935,0.7097,0.6812,0
2022-09-11,0.7552,0.7724,0.7921,0.7758,0.7404,0.7938,0.7139,0.6835,0
2022-09-12,0.7575,0.7716,0.7926,0.7744,0.7366,0.7929,0.7257,0.7009,0
2022-09-13,0.7639,0.7800,0.7949,0.7798,0.7319,0.7930,0.7395,0.7255,0
2022-09-14,0.7634,0.7812,0.7942,0.7769,0.7299,0.7920,0.7450,0.7268,0
2022-09-15,0.7613,0.7803,0.7913,0.7784,0.7242,0.7923,0.7369,0.7232,0
2022-09-16,0.7612,0.7768,0.7940,0.7784,0.7173,0.8038,0.7378,0.7152,0
2022-09-17,0.7604,0.7781,0.7928,0.7785,0.7110,0.8040,0.7372,0.7154,0
2022-09-18,0.7574,0.7787,0.7874,0.7755,0.7089,0.8023,0.7388,0.7060,0
2022-09-19,0.7567,0.7839,0.7865,0.7771,0.7065,0.8013,0.7393,0.6974,0
2022-09-20,0.7555,0.7842,0.7875,0.7715,0.7018,0.8009,0.7441,0.6998,0
2022-09-21,0.7638,0.7894,0.7907,0.7765,0.7288,0.8003,0.7597,0.7070,0
2022-09-22,0.7628,0.7904,0.7906,0.7763,0.7220,0.7986,0.7602,0.7076,0
2022-09-23,0.7605,0.7870,0.7908,0.7723,0.7140,0.7990,0.7603,0.7077,0
2022-09-24,0.7605,0.7870,0.7908,0.7723,0.7140,0.7990,0.7603,0.7077,1
2022-09-25,0.7605,0.7870,0.7908,0.7723,0.7140,0.7990,0.7603,0.7077,1
2022-09-26,0.7623,0.7858,0.7919,0.7796,0.7107,0.7922,0.7595,0.7212,0
2022-09-27,0.7623,0.7858,0.7919,0.7796,0.7107,0.7922,0.7595,0.7212,1
2022-09-28,0.7623,0.7858,0.7919,0.7796,0.7107,0.7922,0.7595,0.7212,1
2022-09-29,0.7623,0.7858,0.7919,0.7796,0.7107,0.7922,0.7595,0.7212,1
2022-09-30,0.7657,0.7889,0.7921,0.7775,0.7067,0.7965,0.7775,0.7340,0
